threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,sensitivity,specificity,true_negatives,false_positives,false_negatives,true_positives,inference_time_seconds,inference_time_ms_per_sample,model,training_time_seconds,best_params
0.5,0.956140350877193,0.9743589743589743,0.9047619047619048,0.9382716049382716,0.9976851851851851,0.9961867550130692,0.9047619047619048,0.9861111111111112,71,1,4,38,0.0029152329989301506,0.02557221928886097,Neural Network,4.651131620001252,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64, 32), 'classifier__learning_rate_init': 0.001, 'pca': 'passthrough'}"
0.5,0.9824561403508771,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9963624338624338,0.9946507058107796,0.9761904761904762,0.9861111111111112,71,1,1,41,0.0023097650009731296,0.020261096499764295,Logistic Regression,2.3939362809978775,"{'classifier__C': 1.0, 'pca': 'passthrough'}"
0.5,0.9736842105263158,1.0,0.9285714285714286,0.9629629629629629,0.99619708994709,0.9938414759843333,0.9285714285714286,1.0,72,0,3,39,0.027299318000586936,0.23946770175953452,Random Forest,6.600038574000791,"{'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'classifier__n_estimators': 200, 'pca': 'passthrough'}"
0.5,0.9649122807017544,0.975,0.9285714285714286,0.9512195121951219,0.9957010582010583,0.993678393809056,0.9285714285714286,0.9861111111111112,71,1,3,39,0.0032021160004660487,0.02808873684619341,SVM,1.1670471180004824,"{'classifier__C': 1.0, 'classifier__gamma': 'scale', 'classifier__kernel': 'linear', 'pca': 'passthrough'}"
0.5,0.9385964912280702,0.972972972972973,0.8571428571428571,0.9113924050632911,0.9933862433862434,0.9886027347342489,0.8571428571428571,0.9861111111111112,71,1,6,36,0.0045323259982978925,0.03975724559910432,K-Nearest Neighbors,1.3445709810002882,"{'classifier__n_neighbors': 15, 'classifier__p': 1, 'classifier__weights': 'distance', 'pca': ""PCA(n_components=0.95, random_state=42, svd_solver='full')""}"
0.5,0.9649122807017544,1.0,0.9047619047619048,0.95,0.9927248677248677,0.9911718949315892,0.9047619047619048,1.0,72,0,4,38,0.0030442669994954485,0.02670409648680218,Gradient Boosting,2.735238536999532,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 2, 'classifier__n_estimators': 200, 'pca': 'passthrough'}"
0.5,0.9649122807017544,1.0,0.9047619047619048,0.95,0.9927248677248677,0.9918154761904762,0.9047619047619048,1.0,72,0,4,38,0.004971327998646302,0.04360814033900265,XGBoost,1.7416586079998524,"{'classifier__learning_rate': 0.1, 'classifier__max_depth': 3, 'classifier__n_estimators': 250, 'classifier__subsample': 1.0, 'pca': 'passthrough'}"
0.24,0.9824561403508771,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9976851851851851,0.9961867550130692,0.9761904761904762,0.9861111111111112,71,1,1,41,0.0023955679971550126,0.02101375436100888,Neural Network (threshold tuned),4.651131620001252,"{'classifier__alpha': 0.0001, 'classifier__hidden_layer_sizes': (64, 32), 'classifier__learning_rate_init': 0.001, 'pca': 'passthrough'}"
